Pclass,Title,PassengerId,Survived,Sex,Age,Fare,Cabin,Embarked,FamilySize
2,0,862,0,0,1,0,3.200000047683716,0,0.4000000059604645
1,2,863,1,1,3,1,1.2000000476837158,0,0.800000011920929
3,1,864,0,1,1,2,3.200000047683716,0,0.800000011920929
2,0,865,0,0,1,0,3.200000047683716,0,0.800000011920929
2,2,866,1,1,3,0,3.200000047683716,0,0.800000011920929
2,1,867,1,1,2,0,3.200000047683716,1,0.4000000059604645
1,0,868,0,0,2,2,3.200000047683716,0,0.800000011920929
3,0,869,0,0,2,0,3.200000047683716,0,0.800000011920929
3,3,870,1,0,0,0,3.200000047683716,0,0.800000011920929
3,0,871,0,0,1,0,3.200000047683716,0,0.800000011920929
1,2,872,1,1,3,2,1.2000000476837158,0,0.800000011920929
1,0,873,0,0,2,0,0.4000000059604645,0,0.800000011920929
3,0,874,0,0,3,0,3.200000047683716,0,0.800000011920929
2,2,875,1,1,2,1,3.200000047683716,1,0.4000000059604645
3,1,876,1,1,0,0,3.200000047683716,1,0.800000011920929
3,0,877,0,0,1,0,3.200000047683716,0,0.800000011920929
3,0,878,0,0,1,0,3.200000047683716,0,0.800000011920929
3,0,879,0,0,2,0,3.200000047683716,0,0.800000011920929
1,2,880,1,1,3,2,0.800000011920929,1,0.4000000059604645
2,2,881,1,1,1,1,3.200000047683716,0,0.4000000059604645
3,0,882,0,0,2,0,3.200000047683716,0,0.800000011920929
3,1,883,0,1,1,0,3.200000047683716,0,0.800000011920929
2,0,884,0,0,2,0,3.200000047683716,0,0.800000011920929
3,0,885,0,0,1,0,3.200000047683716,0,0.800000011920929
3,2,886,0,1,3,1,3.200000047683716,2,0.800000011920929
2,3,887,0,0,2,0,3.200000047683716,0,0.800000011920929
1,1,888,1,1,1,1,0.4000000059604645,0,0.800000011920929
3,1,889,0,1,1,1,3.200000047683716,0,1.2000000476837158
1,0,890,1,0,1,1,0.800000011920929,1,0.800000011920929
3,0,891,0,0,2,0,3.200000047683716,2,0.800000011920929
